-86.897,71.612,17064
-93.603,50.514,17068
-90.834,27.327,17085
-95.796,19.888,17095
-90.112,11.865,17087
-87.379,4.0386,17091
-88.251,-6.375,17090
-86.233,0.83324,17104
-89.404,-4.4285,17096
-85.498,-4.8356,17098
-86.848,-5.1879,17036
-80.078,-6.5291,17018
-85.244,-9.0237,17037
-85.681,-2.861,17038
-82.38,20.409,17047
-79.5,30.592,17037
-71.678,39.834,17038
-73.584,26.346,17035
-72.551,41.331,17082
-70.932,46.174,17097
-73.448,49.62,17097
-76.036,48.672,17097
-75.342,47.912,17100
-85.442,40.322,17102
-91.548,42.536,17108
-85.793,7.8614,17114
-90.104,12.089,17114
-95.269,-5.1867,17105
-94.143,-17.657,17105
-81.944,-16.843,17106
-77.023,-17.493,17090
-80.696,-18.463,17080
-50.52,-22.941,17083
-62.553,9.0469,17087
-66.821,-0.47199,17068
-69.204,-0.092539,17069
-69.781,23.825,17063
-77.12,31.301,17072
-77.364,32.758,17079
-71.333,37.34,17075
-99.061,41.179,17069
-88.452,13.11,17050
-82.538,10.962,17076
-83.33,10.283,17084
-81.864,10.684,17088
-79.415,8.585,17079
-84.564,18.572,17072
-81.48,22.647,17081
-85.765,25.308,17080
-90.022,44.78,17114
-91.442,39.106,17089
-90.128,36.587,17093
-89.757,32.287,17096
-88.66,32.933,17108
-97.412,23.284,17117
-97.633,22.341,17129
-87.569,15.149,17126
-82.632,-1.2545,17098
-82.813,-3.1805,17130
-85.022,9.5968,17129
-83.632,-5.06,17121
-82.639,-6.5558,17102
-94.713,-12.718,17108
-89.417,-36.123,17091
-88.394,-33.38,17092
-87.171,-31.302,17104
-81.477,-24.019,17103
-79.856,-22.642,17102
-79.013,-24.318,17104
-85.117,-27.281,17113
-61.141,-20.431,17106
-69.997,6.623,17112
-68.873,5.5881,17104
-73.803,7.8145,17115
-80.457,7.2961,17106
-78.339,26.311,17101
-76.713,45.714,17090
-76.244,31.633,17089
-78.678,18.558,17092
-76.03,12.462,17094
-84.939,30.173,17099
-89.72,30.438,17079
-89.651,8.8374,17082
-82.631,0.1226,17081
-75.535,-2.7408,17086
-76.196,-1.9757,17086
-73.054,23.318,17082
-82.67,34.222,17085
-82.189,42.321,17099
-72.89,32.336,17105
-68.251,47.986,17096
-71.699,60.108,17090
-84.833,49.423,17086
-78.017,46.498,17092
-84.64,42.389,17090
-76.687,36.094,17101
-75.161,6.5148,17100
-76.523,-8.5676,17104
-82.985,-15.997,17128
-84.778,-23.601,17125
-77.358,-22.895,17114
-78.987,-24.201,17110
-78.36,-25.923,17113
-76.765,-25.084,17105
-73.835,-18.322,17085
-77.641,4.4171,17087
-81.547,17.451,17071
-81.367,26.638,17087
-93.43,12.722,17117
-89.048,26.989,17118
-70.599,39.353,17130
-74.254,40.786,17129
-79.63,40.601,17146
-79.627,20.501,17144
-76.593,6.3361,17138
-73.906,-5.6498,17132
-73.178,-4.5389,17105
-77.293,-5.6395,17109
-104.33,-21.963,17084
-104.96,-32.098,17084
-97.433,-14.27,17069
-99.852,-5.3198,17057
-97.37,4.1309,17067
-96.927,15.627,17063
-87.389,8.418,17069
-84.546,10.054,17068
-73.098,20.411,17085
-79.205,40.292,17083
-82.348,39.716,17084
-81.288,21.609,17081
-75.149,30.727,17074
-75.035,32.594,17087
-77.93,24.641,17081
-77.445,9.767,17088
-82.336,-0.16112,17078
-75.181,-11.326,17083
-71.077,9.9893,17079
-67.989,23.904,17087
-77.71,28.35,17080
-82.47,27.322,17073
-80.825,25.703,17085
-85.814,31.689,17069
-82.495,26.043,17084
-76.602,12.055,17074
-81.084,1.1809,17092
-74.89,14.795,17091
-72.582,-0.97308,17101
-70.306,0.14657,17100
-75.669,2.4663,17095
-72.82,-3.1971,17096
-75.515,4.9048,17089
-78.851,-3.5966,17085
-82.328,-7.3633,17084
-91.045,-1.65,17084
-86.829,0.73153,17105
-88.685,18.54,17100
-82.701,27.311,17106
-88.341,34.463,17114
-88.075,35.414,17096
-94.006,42.773,17097
-86.086,28.922,17126
-81.169,7.4332,17136
-83.992,-3.4187,17118
-82.692,-4.9229,17122
-83.579,-12.309,17125
-78.511,-14.455,17118
-76.602,-8.5974,17132
-70.415,-7.0269,17140
-78.507,-4.4796,17088
-86.953,0.10143,17073
-79.587,8.8282,17084
-78.658,7.9653,17077
-91.526,10.711,17044
-91.76,10.477,17091
-87.583,27.491,17095
-63.094,30.848,17040
-79.036,36.685,17004
-96.134,40.067,16999
-99.943,29.829,17000
-101.46,30.726,17116
-87.089,27.413,17104
-94.669,31.092,16965
-101.66,9.0406,16896
-158.66,18.07,17000
-141.39,26.389,17053
562.07,-61.451,17407
535.33,-226.5,17297
620.98,-463.68,17354
266.22,-910.89,17484
-103.31,-468.25,17222
379.28,-617.6,17490
497.41,-406.33,17738
450.16,-709.56,17687
-482.38,-26.225,17308
-381.66,664.81,17444
-1154.4,1608.7,17319
-1383.7,2487.9,17094
-2296.9,2722.3,17785
-3025.2,3184.1,17086
-3495,3158.4,17024
-3664.2,4119.6,16533
-3733.3,3862.7,15950
-3658.5,3230.9,14977
-2454,2459.1,14760
-2020.7,1956.6,14932
-1566.1,1286.3,15358
-1472.1,991.58,15426
-1035.8,326.06,15740
-1180.8,70.971,16824
-893.98,130.97,17675
-272.65,231,17985
2.6918,60.429,17317
822.22,-756.68,16014
1377.2,-1342.5,14835
1850,-1609.6,13360
1835.5,-1425.4,12758
1952.9,-1203.6,12255
1882.3,-927.48,11836
1882,-839.58,11840
1779.4,-624.4,11752
1948.8,-567.49,12227
2437.6,-629.08,12641
3002.4,-1096.3,13265
3441.5,-1763.3,14661
4026.3,-2950,15846
5299.8,-4829.7,16849
6047.6,-6330.6,17880
6139.4,-7861.6,17950
5953.9,-8587.7,17594
5399.2,-8635.6,17553
4600.3,-7862,17280
3461.5,-5945.1,17317
2742.5,-3779.6,17260
1952.1,-1329.5,16589
1130.9,303.64,15665
405.95,2099.6,14084
-586.34,2887.8,12792
-1297.6,3036.7,11543
-1264.6,2321.6,10891
-679.41,1714.4,10927
-590.46,878.59,11456
-799.02,659.76,12001
-982.61,641.18,12891
-1959.5,1242.6,14338
-2556.1,1646.9,15185
-3569.9,1877.5,15707
-4302.2,2079.4,15826
-4512.1,1563.4,15919
-4391.9,1183,16358
-5196.6,1462,17702
-4580.3,616.16,18701
-3191.3,-1632.9,19456
-2029.8,-2894.3,18624
-646.12,-4441.7,18734
734.42,-5714.3,18020
1805.5,-6228.3,17401
2789.3,-6218.4,16918
3589.8,-5331.9,14991
3664.7,-3649.6,14118
3793.9,-1655.6,14024
4201.2,-983.36,13475
3614.5,1012.8,12694
2781.1,2332.9,12062
1829.8,2996.8,11345
590.54,3559.9,10946
-845.57,3719.7,10828
-2169.8,3551.3,11528
-3429.7,3187.1,11939
-4458.1,2487.9,12129
-5222,1745.6,13098
-5804.3,1441.6,13604
-6269.2,1331.9,15189
-6273.3,1303.7,16750
-5726.4,1038.7,18247
-4095.4,540.67,18892
-2901.9,117.89,19183
-1647.2,-114.62,18848
-860.03,-288.44,19899
588,-1094.6,20045
1538.9,-1655.9,21201
2920.9,-2374.7,23193
4042.5,-2666.2,24510
4531.4,-2363.3,25162
4704.3,-1824.6,25418
4300.2,-912.66,25584
3370.4,207.99,23778
2470.6,1556.2,23247
1155.3,2169.4,21209
-11.854,1979.6,18827
-1131.3,1306.6,16435
-1712.9,295.97,14612
-1778.3,-228.55,13183
-1083.9,-715.2,11951
-282.07,-914.24,11039
600.19,-1126.9,10242
1700,-1429.7,9974.3
1608,-789.01,10029
1766.4,-810.88,10554
1260.3,-828.98,12661
933.75,-1154.4,13956
-85.464,-1352.8,15137
-780.22,-1607.5,15863
-1401,-1840.1,16633
-2036.7,-1694.3,17394
-2000.1,-2062.9,17953
-2779.9,-2553.6,17657
-2585.9,-2147.6,17359
-2653.8,-1980.9,17231
-1942.6,-1636.4,16783
-2024.4,-1587.9,17008
-1733.7,-1403.1,17113
-1521.1,-1183.4,17085
-1105.6,-1250.6,16884
-423.8,-315.55,17324
-71.619,-471.48,17183
109.08,-580.97,16995
-142.5,-681.84,17163
-6.8217,-540.32,17054
131.63,-635.15,17039
4.7968,-695.14,17051
-51.985,-668.79,17044
8.829,-739.04,17062
-69.996,-698.26,17095
-67.606,-610.68,17105
-19.639,-548.68,17070
121.8,-523.36,17096
-18.861,-335.18,17099
50.476,-288.97,17104
94.986,-254.2,17092
3.896,-188.01,17060
-66.044,-147.23,17074
-96.64,-14.811,17066
-152.14,3.0497,17059
-100.46,-1.5385,17055
-93.244,-1.0604,17056
-111.83,4.881,17032
-147.99,49.662,17037
-91.267,18.221,17053
-116.17,17.453,17054
-109.21,-89.616,17052
-33.169,-105.49,17060
-47.872,-117.98,17059
-69.041,-125.5,17079
-37.626,-139.18,17120
-97.07,-145.1,17137
-143.27,-120.66,17134
-117.1,-124.43,17126
-109.67,-117.7,17137
-74.476,-110.78,17121
-133.87,-85.813,17115
-105.2,-81.819,17116
-103.72,-73.154,17109
-69.116,-55.081,17094
-73.889,-32.991,17081
-81.985,-14.752,17081
-83.302,-3.8618,17071
-105.03,-16.394,17083
-49.322,-36.017,17086
-66.346,-14.926,17090
-97.443,-22.622,17081
-89.942,-24.379,17086
-88.322,-24.093,17092
-77.955,-21.95,17087
-83.513,-21.278,17097
-81.774,-24.984,17073
-87.059,-21.685,17065
-85.797,-26.266,17063
-85.788,-25.512,17056
-85.53,-19.911,17056
-85.739,-12.042,17069
-95.481,-11.712,17077
-86.455,-4.7689,17066
-62.678,1.025,17087
-70.936,3.6273,17101
-69.308,10.815,17073
-70.157,13.689,17077
-71.982,13.234,17069
-70.071,6.1145,17067
-68.97,2.1337,17077
-74.645,-1.0504,17080
-104.37,1.967,17077
-93.341,2.6939,17068
-96.401,4.0451,17086
-93.965,6.6841,17084
-93.937,15.93,17097
-95.436,21.082,17088
-92.561,24.643,17081
-93.724,27.725,17066
-72.355,25.676,17085
-74.928,27.469,17088
-72.584,24.384,17056
-73.141,18.776,17071
-63.931,19.422,17069
-67.574,17.54,17045
-74.229,13.613,17025
-65.966,12.67,17059
-91.655,18.507,17033
-92.228,20.756,17029
-86.525,29.616,17072
-89.88,33.03,17041
-94.438,46.201,17068
-84.26,38.309,17101
-79.017,31.97,17122
-92.588,25.655,17105
-72.577,20.508,17115
-82.911,36.606,17116
-88.031,15.384,17116
-89.805,6.2748,17113
-88.136,4.672,17083
-85.665,6.2914,17089
-86.07,6.4645,17095
-79.005,9.3518,17087
-93.182,15.033,17076
-87.442,15.937,17077
-75.376,20.927,17067
-69.221,21.172,17103
-67.621,17.728,17112
-71.566,15.233,17105
-74.642,14.936,17098
-71.456,41.642,17114
-67.785,38.314,17120
-57.724,26.354,17119
-73.976,22.309,17113
-78.474,18.433,17094
-84.01,19.673,17086
-87.683,12.108,17100
-83.621,9.8334,17109
-84.834,3.7077,17105
-82.518,6.8835,17103
-92.626,9.5547,17097
-92.174,29.207,17103
-88.472,43.042,17094
-83.674,45.861,17096
-89.912,50.214,17080
-90.967,61.225,17063
-87.554,60.863,17055
-97.132,69.806,17059
-90.556,59.142,17072
-85.865,51.767,17081
-86.985,45.352,17088
-90.728,49.114,17081
-85.338,47.848,17088
-85.093,39.148,17092
-88.684,13.415,17097
-85.51,-4.6905,17095
-84.784,-10.417,17089
-87.368,-11.938,17083
-83.537,-13.863,17077
-80.242,-18.869,17080
-73.666,-14.124,17072
-71.667,-12.853,17086
-49.946,-8.8813,17094
-50.891,-12.308,17104
-58.229,-6.8628,17104
-58.61,-3.7958,17100
-67.35,1.3323,17102
-74.297,3.3492,17101
-76.186,3.2228,17113
-82.853,4.2015,17110
-105.22,3.6559,17086
-103.38,8.0825,17080
-96.485,7.0117,17072
-97.058,10.27,17073
-92.419,5.9166,17086
-82.293,14.342,17081
-88.456,14.906,17078
-83.552,17.855,17083
-83.215,20.317,17103
-79.151,19.282,17094
-77.54,22.188,17109
-75.018,10.469,17116
-73.882,15.271,17096
-75.887,15.807,17107
-73.867,17.022,17109
-78.148,24.301,17098
-76.515,24.66,17096
-81.225,29.759,17103
-85.283,25.312,17099
-81.001,37.592,17083
-81.178,29.861,17103
-80.432,22.295,17102
-81.218,21.82,17108
-75.668,9.583,17110
-74.563,9.8698,17109
-69.603,4.371,17112
-65.795,12.657,17114
-71.246,13.625,17122
-75.017,17.526,17121
-80.15,18.305,17125
-78.769,12.734,17102
-81.979,-4.2088,17091
-80.393,-6.9342,17086
-84.408,1.5844,17088
-85.084,-4.43,17095
-84.761,-6.9694,17078
-83.373,-0.54098,17072
-87.985,2.9105,17060
-85.665,6.4472,17073
-85.643,26.601,17078
-87.182,30.34,17084
-81.625,26.307,17081
-81.427,21.776,17070
-75.728,23,17085
-73.916,23.271,17091
-67.503,27.455,17096
-70.332,22.602,17100
-73.133,30.607,17085
-78.189,22.965,17079
-89.096,24.049,17077
-88.062,27.292,17080
-94.43,25.267,17079
-95.633,41.506,17069
-95.499,44.69,17071
-97.085,58.47,17072
-95.759,49.538,17079
-92.307,63.128,17066
-105.66,63.244,17065
-99.814,69.079,17060
-99.016,63.576,17058
-93.341,61.054,17067
-91.197,71.363,17057
-84.448,65.154,17054
-79.868,71.738,17055
-80.236,69.741,17078
-61.742,62.714,17075
-71.622,54.424,17070
-66.142,52.408,17061
-76.387,54.763,17065
-84.74,36.095,17077
-83.955,35.184,17078
-82.423,27.079,17081
-80.273,17.978,17088
-75.532,28.444,17099
-70.881,27.861,17111
-74.005,23.281,17132
-70.68,18.317,17137
-68.313,27.898,17140
-70.104,33.316,17126
-64.302,35.287,17140
-65.075,32.158,17133
-50.278,-1.0107,17134
-61.835,-17.141,17127
-63.184,-14.791,17119
-69.412,-15.9,17094
-69.373,-21.111,17075
-71.423,-24.745,17075
-83.662,-27.351,17062
-86.715,-23.305,17046
-109.49,-16.479,17030
-97.872,-8.0555,17029
-95.259,-7.8945,17020
-90.323,-7.3783,17028
-89.372,17.764,17039
-86.578,31.867,17043
-82.686,40.696,17053
-84.089,43.887,17072
-71.112,47.277,17090
-79.731,42.382,17098
-79.055,19.797,17102
-85.1,6.8012,17112
-86.698,-3.7264,17123
-88.541,-6.9253,17141
-86.77,-7.2364,17138
-79.623,-9.4559,17129
-90.668,-12.042,17113
-65.261,12.591,17103
-68.208,29.036,17092
-58.311,35.835,17070
-63.909,42.86,17073
-69.276,41.679,17058
-69.493,51.296,17048
-79.278,50.179,17055
-73.685,44.593,17069
-96.677,15.807,17083
-92.625,-2.3014,17078
-93.448,10.836,17096
-90.295,24.616,17087
-88.434,27.31,17083
-93.396,5.2586,17097
-85.704,19.295,17083
-91.682,30.483,17061
-92.705,14.422,17053
-93.507,8.7957,17072
-92.464,7.2512,17072
-89.593,-8.2632,17070
-87.524,-3.4693,17089
-84.325,-11.914,17083
-80.646,-13.152,17078
-71.573,-8.1373,17096
-88.857,-2.1188,17088
-83.887,15.662,17094
-89.478,10.735,17097
-84.742,19.132,17092
-86.798,36.388,17073
-86.92,60.269,17080
-94.51,65.807,17098
-91.678,35.906,17096
-45.604,18.69,17114
-58.507,-9.4726,17113
-57.153,12.143,17112
-60.227,21.427,17104
-56.796,30.673,17108
-63.475,23.165,17086
-59.503,6.3668,17082
-68.145,-2.8893,17079
-96.74,-7.8148,17057
-92.644,6.2412,17056
-85.217,-4.3297,17061
-83.079,-4.3278,17076
-90.336,-4.9192,17082
-88.438,-3.9304,17105
-93.517,-1.79,17107
-104.7,-0.45987,17106
-96.052,3.3047,17110
-90.416,14.458,17101
-93.857,15.858,17093
-98.899,15.77,17084
-88.934,14.433,17094
-83.473,15.136,17091
-81.863,17.449,17090
-72.68,19.453,17092
-72.474,16.905,17107
-78.865,17.713,17114
-78.571,17.603,17115
-73.266,38.245,17123
-81.629,25.101,17112
-89.979,21.635,17094
-80.715,14.351,17103
-85.87,17.861,17093
-77.989,16.42,17087
-70.869,17.998,17086
-75.634,20.326,17080
-83.982,16.125,17077
-78.861,18.479,17071
-72.414,13.424,17067
-81.921,15.698,17048
-76.85,13.575,17065
-87.437,18.198,17042
-85.716,10.143,17039
-84.487,6.1235,17045
-83.033,15.381,17043
-80.13,35.002,17041
-80.602,53.533,17056
-58.609,55.502,17058
-57.372,56.128,17051
-64.063,50.849,17076
-73.823,55.352,17083
-73.862,63.329,17084
-69.163,62.196,17084
-75.48,40.864,17088
-79.979,20.716,17081
-96.479,14.863,17088
-98.68,14.802,17099
-88.79,14.11,17094
-85.213,4.5446,17105
-86.036,-6.9489,17101
-88.639,-5.4544,17110
-89.497,-9.4048,17106
-78.833,-4.5872,17115
-79.419,-8.4219,17113
-78.404,-9.6932,17108
-81.427,-7.9765,17106
-82.076,1.3269,17095
-82.753,11.213,17104
-88.131,3.7124,17083
-78.014,8.8812,17094
-79.495,32.415,17100
-76.137,29.917,17105
-79.166,46.592,17102
-81.082,52.503,17115
-81.484,30.734,17113
-83.036,18.785,17098
-73.643,35.758,17119
-79.981,47.906,17105
-88.491,49.089,17092
-101.71,48.19,17096
-95.082,50.522,17092
-99.43,52.791,17085
-92.215,52.783,17066
-90.13,51.459,17082
-92.61,53.078,17069
-86.23,50.205,17080
-71.299,53.253,17086
-65.952,32.174,17082
-62.518,11.188,17080
-62.119,25.438,17094
-69.379,34.452,17105
-61.812,6.7236,17109
-61.276,-3.1015,17109
-65.508,-12.456,17111
-74.074,-12.733,17121
-75.887,-18.708,17112
-83.756,-14.69,17099
-89.913,-13.26,17085
-83.85,-13.163,17093
-86.779,-0.85609,17082
-89.702,-4.8105,17100
-93.606,1.864,17093
-90.597,-2.6585,17077
-85.446,-1.2535,17088
-81.804,0.82336,17100
-75.378,-2.0246,17101
-77.013,2.963,17089
-78.656,3.1127,17090
-81.204,4.9808,17076
-78.529,1.056,17075
-88.534,3.4427,17074
-87.012,7.0475,17060
-88.959,-17.512,17067
-85.04,-0.46117,17062
-83.698,2.2753,17077
-82.393,-11.406,17073
-78.801,4.2209,17078
-79.616,14.048,17092
-74.885,14.429,17104
-75.303,28.031,17109
-79.142,5.4065,17104
-83.977,10.434,17089
-81.97,15.499,17084
-87.125,9.7767,17089
-85.605,13.623,17072
-78.666,17.246,17063
-83.364,20.859,17055
-81.934,10.373,17060
-73.107,45.872,17059
-69.988,39.414,17064
-70.26,37.762,17069
-68.493,35.855,17064
-69.968,35.996,17078
-72.401,28.361,17077
-92.954,48.325,17077
-95.096,60.109,17076
-88.542,59.606,17074
-80.613,68.359,17088
-79.171,46.508,17072
-75.271,31.236,17069
-79.497,12.949,17060
-87.872,10.193,17064
-61.035,12.227,17059
-63.309,32.406,17056
-79.738,44.038,17063
-91.085,45.503,17046
-93.796,50.731,17052
-94.291,55.633,17061
-88.331,59.943,17072
-86.701,62.489,17063
-87.344,53.253,17065
-80.063,34.314,17062
-75.272,13.62,17056
-76.524,26.227,17065
-80.286,31.753,17075
-82.608,30.898,17080
-86.061,40.04,17088
-82.058,27.816,17078
-80.664,55.201,17074
-84.26,45.774,17063
-78.906,47.935,17063
-72.455,38.46,17082
-72.46,42.434,17069
-68.319,44.624,17063
-68.053,25.816,17053
-70.213,39.614,17053
-66.898,14.356,17051
-73.171,16.63,17073
-69.699,-5.8596,17085
-75.387,-1.4401,17084
-74.877,-19.469,17087
-71.457,-20.243,17090
-69.091,-7.3165,17083
-69.162,-11.263,17088
-79.007,-10.137,17108
-76.595,-10.542,17099
-84.575,8.8602,17095
-88.291,15.791,17073
-88.534,21.895,17074
-99.189,28.177,17069
-92.82,24.459,17071
-93.665,21.727,17087
-94.475,27.886,17076
-97.058,11.515,17075
-91.225,29.869,17078
-80.858,14.434,17088
-78.25,30.393,17099
-75.436,32.343,17108
-86.074,39.298,17110
-87.586,41.412,17105
-79.126,31.436,17104
-70.809,32.285,17108
-73.472,1.5076,17115
-71.572,2.2071,17126
-76.326,-11.273,17115
-73.689,-16.002,17108
-72.116,-17.965,17111
-76.648,-21.551,17104
-72.268,-12.757,17101
-81.038,-14.894,17108
-82.596,-10.103,17085
-86.622,0.67544,17073
-89.372,21.031,17067
