"number"	"remark"	"time"	"ax"	"ay"	"az"	"gx"	"gy"	"gz"	"mx"	"my"	"mz"	"roll"	"yaw"	"pitch"
"1740471280000001"	"      "	"2025/02/25 14;49;37"	"-140.625"	"-398.438"	"15976.6"	"0"	"0"	"0"	"-2741"	"8735"	"-21075"	"-1.467"	"0.505"	"-18.243"
"1740471280000002"	"      "	"2025/02/25 14;49;37"	"-117.188"	"-398.438"	"16015.6"	"0"	"0"	"0"	"-2744"	"8727"	"-21038"	"-1.467"	"0.505"	"-18.243"
"1740471280000003"	"      "	"2025/02/25 14;49;37"	"-156.25"	"-406.25"	"16015.6"	"0"	"0"	"0"	"-2733"	"8738"	"-21113"	"-1.467"	"0.505"	"-18.243"
"1740471280000004"	"      "	"2025/02/25 14;49;37"	"-156.25"	"-414.062"	"15937.5"	"0"	"0"	"0"	"-2733"	"8713"	"-21095"	"-1.467"	"0.505"	"-18.243"
"1740471280000005"	"      "	"2025/02/25 14;49;37"	"-148.438"	"-445.312"	"16000"	"0"	"0"	"0"	"-2733"	"8709"	"-21121"	"-1.467"	"0.505"	"-18.243"
"1740471280000006"	"      "	"2025/02/25 14;49;37"	"-140.625"	"-398.438"	"16000"	"0"	"0"	"0"	"-2744"	"8714"	"-21127"	"-1.467"	"0.505"	"-18.243"
"1740471280000007"	"      "	"2025/02/25 14;49;37"	"-156.25"	"-429.688"	"15960.9"	"0"	"0"	"0"	"-2744"	"8708"	"-21085"	"-1.467"	"0.505"	"-18.243"
"1740471280000008"	"      "	"2025/02/25 14;49;37"	"-148.438"	"-429.688"	"15992.2"	"0"	"0"	"0"	"-2742"	"8700"	"-21036"	"-1.467"	"0.505"	"-18.243"
"1740471280000009"	"      "	"2025/02/25 14;49;37"	"-148.438"	"-429.688"	"16031.2"	"0"	"0"	"0"	"-2746"	"8721"	"-21032"	"-1.467"	"0.505"	"-18.243"
"1740471280000010"	"      "	"2025/02/25 14;49;37"	"-156.25"	"-429.688"	"15984.4"	"0"	"0"	"0"	"-2740"	"8723"	"-21062"	"-1.467"	"0.505"	"-18.243"
"1740471280000011"	"  9.42"	"2025/02/25 14;49;38"	"-195.312"	"-414.062"	"15976.6"	"0"	"0"	"0"	"-2750"	"8707"	"-21018"	"-1.467"	"0.505"	"-18.243"
"1740471280000012"	"  9.42"	"2025/02/25 14;49;38"	"-132.812"	"-382.812"	"16023.4"	"0"	"0"	"0"	"-2740"	"8705"	"-21001"	"-1.467"	"0.505"	"-18.243"
"1740471280000013"	"  9.42"	"2025/02/25 14;49;38"	"-132.812"	"-414.062"	"16007.8"	"0"	"0"	"0"	"-2738"	"8706"	"-21077"	"-1.467"	"0.505"	"-18.243"
"1740471280000014"	"  9.42"	"2025/02/25 14;49;38"	"-148.438"	"-390.625"	"16007.8"	"0"	"0"	"0"	"-2741"	"8715"	"-21097"	"-1.467"	"0.505"	"-18.243"
"1740471280000015"	"  9.42"	"2025/02/25 14;49;38"	"-132.812"	"-390.625"	"15992.2"	"0"	"0"	"0"	"-2744"	"8716"	"-21103"	"-1.467"	"0.505"	"-18.243"
"1740471280000016"	"  9.42"	"2025/02/25 14;49;38"	"-132.812"	"-421.875"	"15984.4"	"0"	"0"	"0"	"-2727"	"8710"	"-21128"	"-1.467"	"0.505"	"-18.243"
"1740471280000017"	"  9.42"	"2025/02/25 14;49;38"	"-117.188"	"-429.688"	"16031.2"	"0"	"0"	"0"	"-2729"	"8713"	"-21071"	"-1.467"	"0.505"	"-18.243"
"1740471280000018"	"  9.42"	"2025/02/25 14;49;38"	"-101.562"	"-367.188"	"16007.8"	"0"	"0"	"0"	"-2730"	"8716"	"-21086"	"-1.467"	"0.505"	"-18.243"
"1740471280000019"	"  9.42"	"2025/02/25 14;49;38"	"-148.438"	"-406.25"	"15976.6"	"0"	"0"	"0"	"-2745"	"8716"	"-21072"	"-1.467"	"0.505"	"-18.243"
"1740471280000020"	"  9.42"	"2025/02/25 14;49;38"	"-164.062"	"-375"	"15992.2"	"0"	"0"	"0"	"-2745"	"8720"	"-21113"	"-1.467"	"0.505"	"-18.243"
"1740471280000021"	"  9.42"	"2025/02/25 14;49;39"	"-156.25"	"-375"	"16023.4"	"0"	"0"	"0"	"-2734"	"8712"	"-21042"	"-1.467"	"0.505"	"-18.243"
"1740471280000022"	" 10.08"	"2025/02/25 14;49;39"	"-156.25"	"-414.062"	"15960.9"	"0"	"0"	"0"	"-2740"	"8722"	"-21008"	"-1.461"	"0.505"	"-18.243"
"1740471280000023"	" 10.08"	"2025/02/25 14;49;39"	"-179.688"	"-390.625"	"16023.4"	"0"	"0"	"0"	"-2742"	"8723"	"-21074"	"-1.461"	"0.505"	"-18.243"
"1740471280000024"	" 10.08"	"2025/02/25 14;49;39"	"-164.062"	"-406.25"	"15992.2"	"0"	"0"	"0"	"-2735"	"8728"	"-21049"	"-1.461"	"0.505"	"-18.243"
"1740471280000025"	" 10.08"	"2025/02/25 14;49;39"	"-148.438"	"-367.188"	"16007.8"	"0"	"0"	"0"	"-2729"	"8724"	"-21075"	"-1.461"	"0.505"	"-18.243"
"1740471280000026"	" 10.08"	"2025/02/25 14;49;39"	"-125"	"-445.312"	"15984.4"	"0"	"0"	"0"	"-2738"	"8717"	"-21088"	"-1.461"	"0.505"	"-18.243"
"1740471280000027"	" 10.08"	"2025/02/25 14;49;39"	"-109.375"	"-421.875"	"15992.2"	"0"	"0"	"0"	"-2744"	"8731"	"-21012"	"-1.461"	"0.505"	"-18.243"
"1740471280000028"	" 10.08"	"2025/02/25 14;49;39"	"-195.312"	"-421.875"	"16000"	"0"	"0"	"0"	"-2743"	"8731"	"-21075"	"-1.461"	"0.5"	"-18.243"
"1740471280000029"	" 10.08"	"2025/02/25 14;49;39"	"-125"	"-406.25"	"16000"	"0"	"0"	"0"	"-2736"	"8732"	"-21025"	"-1.461"	"0.505"	"-18.243"
"1740471280000030"	" 10.08"	"2025/02/25 14;49;39"	"-179.688"	"-398.438"	"16000"	"0"	"0"	"0"	"-2734"	"8720"	"-21090"	"-1.461"	"0.5"	"-18.243"
"1740471280000031"	" 10.08"	"2025/02/25 14;49;40"	"-164.062"	"-406.25"	"15976.6"	"0"	"0"	"0"	"-2732"	"8722"	"-21091"	"-1.461"	"0.5"	"-18.243"
"1740471280000032"	" 10.08"	"2025/02/25 14;49;40"	"-132.812"	"-437.5"	"15968.8"	"0"	"0"	"0"	"-2738"	"8720"	"-21044"	"-1.461"	"0.5"	"-18.243"
"1740471280000033"	" 10.07"	"2025/02/25 14;49;40"	"-117.188"	"-445.312"	"16000"	"0"	"0"	"0"	"-2741"	"8721"	"-21050"	"-1.461"	"0.5"	"-18.243"
"1740471280000034"	" 10.07"	"2025/02/25 14;49;40"	"-125"	"-398.438"	"15984.4"	"0"	"0"	"0"	"-2742"	"8723"	"-21048"	"-1.461"	"0.5"	"-18.243"
"1740471280000035"	" 10.07"	"2025/02/25 14;49;40"	"-125"	"-375"	"15992.2"	"0"	"0"	"0"	"-2758"	"8720"	"-21100"	"-1.467"	"0.5"	"-18.243"
"1740471280000036"	" 10.07"	"2025/02/25 14;49;40"	"-132.812"	"-406.25"	"16000"	"0"	"0"	"0"	"-2740"	"8713"	"-20974"	"-1.461"	"0.5"	"-18.243"
"1740471280000037"	" 10.07"	"2025/02/25 14;49;40"	"-148.438"	"-398.438"	"16054.7"	"0"	"0"	"0"	"-2729"	"8727"	"-20997"	"-1.461"	"0.5"	"-18.243"
"1740471280000038"	" 10.07"	"2025/02/25 14;49;40"	"-85.9375"	"-445.312"	"16015.6"	"0"	"0"	"0"	"-2737"	"8730"	"-20910"	"-1.461"	"0.5"	"-18.243"
"1740471280000039"	" 10.07"	"2025/02/25 14;49;40"	"-156.25"	"-414.062"	"15960.9"	"0"	"0"	"0"	"-2732"	"8720"	"-20962"	"-1.461"	"0.5"	"-18.243"
"1740471280000040"	" 10.07"	"2025/02/25 14;49;40"	"-117.188"	"-390.625"	"16085.9"	"-0.122"	"-0.183"	"0"	"-2737"	"8719"	"-20915"	"-1.461"	"0.467"	"-18.243"
"1740471280000041"	" 10.07"	"2025/02/25 14;49;41"	"-125"	"-414.062"	"15960.9"	"0"	"0"	"0"	"-2735"	"8706"	"-20969"	"-1.456"	"0.494"	"-18.243"
"1740471280000042"	" 10.07"	"2025/02/25 14;49;41"	"-156.25"	"-421.875"	"15976.6"	"-0.061"	"0.183"	"0"	"-2732"	"8713"	"-21001"	"-1.456"	"0.494"	"-18.243"
"1740471280000043"	" 10.07"	"2025/02/25 14;49;41"	"-320.312"	"-468.75"	"15617.2"	"0.488"	"1.221"	"0"	"-2742"	"8730"	"-21025"	"-1.45"	"0.533"	"-18.243"
"1740471280000044"	" 10.08"	"2025/02/25 14;49;41"	"335.938"	"-242.188"	"17343.8"	"-0.793"	"6.836"	"0.427"	"-2744"	"8724"	"-21123"	"-1.412"	"0.648"	"-18.243"
"1740471280000045"	" 10.08"	"2025/02/25 14;49;41"	"-3031.25"	"-3242.19"	"5484.38"	"18.188"	"79.773"	"0.854"	"-2531"	"8741"	"-21224"	"-1.165"	"4.043"	"-17.084"
"1740471280000046"	" 10.08"	"2025/02/25 14;49;41"	"-2093.75"	"109.375"	"16937.5"	"-1.648"	"58.716"	"9.399"	"-2020"	"8778"	"-21547"	"-0.884"	"8.031"	"-16.76"
"1740471280000047"	" 10.08"	"2025/02/25 14;49;41"	"-4179.69"	"-289.062"	"16179.7"	"-0.244"	"92.896"	"1.831"	"-1240"	"8839"	"-21924"	"-0.901"	"15.936"	"-17.084"
"1740471280000048"	" 10.08"	"2025/02/25 14;49;41"	"-6320.31"	"-328.125"	"15656.2"	"-4.639"	"69.031"	"-2.319"	"-180"	"8886"	"-22172"	"-1.176"	"24.159"	"-17.336"
"1740471280000049"	" 10.08"	"2025/02/25 14;49;41"	"-10296.9"	"242.188"	"13859.4"	"4.944"	"83.679"	"-5.615"	"749"	"8961"	"-22180"	"-1.384"	"31.41"	"-17.699"
"1740471280000050"	" 10.08"	"2025/02/25 14;49;41"	"-10765.6"	"-250"	"10281.2"	"1.892"	"79.59"	"0.488"	"1753"	"8982"	"-21969"	"-1.324"	"40.77"	"-18.633"
"1740471280000051"	" 10.08"	"2025/02/25 14;49;42"	"-12054.7"	"-492.188"	"9796.88"	"13.916"	"43.64"	"-10.498"	"2567"	"8968"	"-21645"	"-1.252"	"46.829"	"-19.232"
"1740471280000052"	" 10.08"	"2025/02/25 14;49;42"	"-12757.8"	"-203.125"	"8164.06"	"0.244"	"-22.278"	"-0.854"	"2903"	"8936"	"-21477"	"-1.214"	"47.747"	"-19.968"
"1740471280000053"	" 10.08"	"2025/02/25 14;49;42"	"-10710.9"	"-164.062"	"10039.1"	"0.427"	"-125.122"	"-3.906"	"2551"	"8937"	"-21714"	"-1.263"	"39.88"	"-20.072"
"1740471280000054"	" 10.08"	"2025/02/25 14;49;42"	"-5671.88"	"-23.4375"	"15265.6"	"8.606"	"-191.406"	"19.409"	"1184"	"8913"	"-22115"	"-1.049"	"23.708"	"-18.463"
"1740471280000055"	" 10.02"	"2025/02/25 14;49;42"	"-406.25"	"-523.438"	"16031.2"	"-1.282"	"-192.566"	"23.865"	"-741"	"8845"	"-21905"	"-0.857"	"6.63"	"-16.606"
"1740471280000056"	" 10.02"	"2025/02/25 14;49;42"	"-46.875"	"-375"	"16070.3"	"0.366"	"-0.061"	"-10.803"	"-2178"	"8829"	"-21122"	"-1.296"	"0.818"	"-16.754"
"1740471280000057"	" 10.02"	"2025/02/25 14;49;42"	"93.75"	"-351.562"	"16562.5"	"-2.869"	"4.15"	"0"	"-2487"	"8801"	"-20943"	"-1.401"	"1.088"	"-16.765"
"1740471280000058"	" 10.02"	"2025/02/25 14;49;42"	"-171.875"	"-437.5"	"15835.9"	"-0.793"	"1.953"	"0"	"-2516"	"8806"	"-20881"	"-1.428"	"1"	"-16.694"
"1740471280000059"	" 10.02"	"2025/02/25 14;49;42"	"-7.8125"	"-390.625"	"16179.7"	"0.732"	"-1.709"	"0"	"-2518"	"8800"	"-20882"	"-1.423"	"0.983"	"-16.628"
"1740471280000060"	" 10.02"	"2025/02/25 14;49;42"	"-132.812"	"-398.438"	"15937.5"	"0.061"	"-0.305"	"0"	"-2535"	"8821"	"-20923"	"-1.428"	"0.972"	"-16.562"
"1740471280000061"	" 10.02"	"2025/02/25 14;49;43"	"-132.812"	"-390.625"	"16015.6"	"0"	"-0.061"	"0.061"	"-2529"	"8800"	"-20947"	"-1.428"	"0.939"	"-16.507"
"1740471280000062"	" 10.02"	"2025/02/25 14;49;43"	"-132.812"	"-421.875"	"15976.6"	"0.061"	"-0.122"	"0"	"-2540"	"8813"	"-20924"	"-1.428"	"0.917"	"-16.452"
"1740471280000063"	" 10.02"	"2025/02/25 14;49;43"	"-93.75"	"-429.688"	"16007.8"	"-0.061"	"-0.183"	"0"	"-2524"	"8798"	"-20913"	"-1.428"	"0.89"	"-16.397"
"1740471280000064"	" 10.02"	"2025/02/25 14;49;43"	"-109.375"	"-382.812"	"16031.2"	"0.122"	"-0.183"	"0"	"-2519"	"8816"	"-20970"	"-1.428"	"0.862"	"-16.348"
"1740471280000065"	" 10.02"	"2025/02/25 14;49;43"	"-109.375"	"-359.375"	"16007.8"	"-0.183"	"0"	"0"	"-2525"	"8814"	"-20958"	"-1.434"	"0.846"	"-16.298"
"1740471280000066"	" 10.07"	"2025/02/25 14;49;43"	"-140.625"	"-414.062"	"16046.9"	"0.061"	"0"	"0"	"-2528"	"8798"	"-20960"	"-1.434"	"0.824"	"-16.254"
"1740471280000067"	" 10.07"	"2025/02/25 14;49;43"	"-148.438"	"-437.5"	"15992.2"	"0"	"0"	"0"	"-2522"	"8805"	"-20971"	"-1.434"	"0.802"	"-16.216"
"1740471280000068"	" 10.07"	"2025/02/25 14;49;43"	"-156.25"	"-398.438"	"16015.6"	"0"	"0.061"	"0"	"-2519"	"8807"	"-21023"	"-1.434"	"0.786"	"-16.172"
"1740471280000069"	" 10.07"	"2025/02/25 14;49;43"	"-164.062"	"-343.75"	"16000"	"0"	"0"	"0"	"-2518"	"8801"	"-21026"	"-1.434"	"0.769"	"-16.139"
"1740471280000070"	" 10.07"	"2025/02/25 14;49;43"	"-140.625"	"-382.812"	"15968.8"	"-0.061"	"0.244"	"0"	"-2527"	"8813"	"-20987"	"-1.434"	"0.753"	"-16.106"
"1740471280000071"	" 10.07"	"2025/02/25 14;49;44"	"-148.438"	"-445.312"	"15984.4"	"0.061"	"0"	"0"	"-2533"	"8814"	"-20915"	"-1.434"	"0.736"	"-16.073"
"1740471280000072"	" 10.07"	"2025/02/25 14;49;44"	"-117.188"	"-414.062"	"15945.3"	"0"	"0"	"0"	"-2522"	"8806"	"-20953"	"-1.434"	"0.72"	"-16.04"
"1740471280000073"	" 10.07"	"2025/02/25 14;49;44"	"-109.375"	"-437.5"	"15976.6"	"0.061"	"0"	"0"	"-2525"	"8798"	"-20963"	"-1.434"	"0.709"	"-16.013"
"1740471280000074"	" 10.07"	"2025/02/25 14;49;44"	"-132.812"	"-484.375"	"16039.1"	"0"	"0"	"0"	"-2529"	"8816"	"-20996"	"-1.434"	"0.692"	"-15.985"
"1740471280000075"	" 10.07"	"2025/02/25 14;49;44"	"-93.75"	"-437.5"	"15976.6"	"0.122"	"0"	"0"	"-2538"	"8800"	"-20998"	"-1.428"	"0.676"	"-15.958"
"1740471280000076"	" 10.07"	"2025/02/25 14;49;44"	"-117.188"	"-414.062"	"16007.8"	"0"	"0"	"0"	"-2524"	"8812"	"-20955"	"-1.428"	"0.665"	"-15.93"
"1740471280000077"	" 10.09"	"2025/02/25 14;49;44"	"-117.188"	"-382.812"	"15984.4"	"0"	"0.061"	"0"	"-2529"	"8814"	"-20987"	"-1.428"	"0.659"	"-15.908"
"1740471280000078"	" 10.09"	"2025/02/25 14;49;44"	"-164.062"	"-421.875"	"15992.2"	"0"	"0"	"0"	"-2528"	"8806"	"-20989"	"-1.434"	"0.648"	"-15.886"
"1740471280000079"	" 10.09"	"2025/02/25 14;49;44"	"-187.5"	"-421.875"	"16007.8"	"0"	"0.061"	"0"	"-2525"	"8814"	"-20888"	"-1.434"	"0.637"	"-15.87"
"1740471280000080"	" 10.09"	"2025/02/25 14;49;44"	"-125"	"-414.062"	"16015.6"	"0"	"-0.061"	"0"	"-2520"	"8822"	"-20945"	"-1.434"	"0.626"	"-15.848"
"1740471280000081"	" 10.09"	"2025/02/25 14;49;45"	"-85.9375"	"-398.438"	"15976.6"	"-0.061"	"0.122"	"0"	"-2525"	"8820"	"-20912"	"-1.434"	"0.615"	"-15.831"
"1740471280000082"	" 10.09"	"2025/02/25 14;49;45"	"-179.688"	"-406.25"	"16039.1"	"0.122"	"-0.183"	"0"	"-2532"	"8821"	"-20894"	"-1.434"	"0.604"	"-15.815"
"1740471280000083"	" 10.09"	"2025/02/25 14;49;45"	"-125"	"-382.812"	"16007.8"	"0"	"-0.061"	"0"	"-2533"	"8795"	"-20903"	"-1.434"	"0.593"	"-15.798"
"1740471280000084"	" 10.09"	"2025/02/25 14;49;45"	"-117.188"	"-390.625"	"15968.8"	"0"	"0"	"0"	"-2522"	"8795"	"-20903"	"-1.434"	"0.588"	"-15.782"
"1740471280000085"	" 10.09"	"2025/02/25 14;49;45"	"-93.75"	"-414.062"	"16015.6"	"0.122"	"-0.122"	"0"	"-2530"	"8807"	"-20936"	"-1.434"	"0.582"	"-15.765"
"1740471280000086"	" 10.09"	"2025/02/25 14;49;45"	"-140.625"	"-398.438"	"16007.8"	"0.061"	"0"	"0"	"-2524"	"8814"	"-20949"	"-1.428"	"0.577"	"-15.754"
"1740471280000087"	" 10.09"	"2025/02/25 14;49;45"	"-148.438"	"-437.5"	"15976.6"	"0.061"	"0"	"0"	"-2543"	"8811"	"-20985"	"-1.428"	"0.571"	"-15.743"
"1740471280000088"	" 10.07"	"2025/02/25 14;49;45"	"-156.25"	"-414.062"	"15992.2"	"0.122"	"-0.061"	"0"	"-2534"	"8821"	"-20978"	"-1.428"	"0.566"	"-15.727"
"1740471280000089"	" 10.07"	"2025/02/25 14;49;45"	"-179.688"	"-429.688"	"16015.6"	"0"	"0"	"0"	"-2520"	"8809"	"-20987"	"-1.423"	"0.555"	"-15.716"
"1740471280000090"	" 10.07"	"2025/02/25 14;49;45"	"-125"	"-351.562"	"16000"	"0"	"0"	"0"	"-2526"	"8803"	"-20942"	"-1.428"	"0.555"	"-15.71"
"1740471280000091"	" 10.07"	"2025/02/25 14;49;46"	"-109.375"	"-375"	"16023.4"	"0"	"0"	"0"	"-2527"	"8793"	"-20926"	"-1.428"	"0.549"	"-15.699"
"1740471280000092"	" 10.07"	"2025/02/25 14;49;46"	"-179.688"	"-398.438"	"16062.5"	"0"	"0"	"0"	"-2524"	"8798"	"-20890"	"-1.428"	"0.549"	"-15.688"
"1740471280000093"	" 10.07"	"2025/02/25 14;49;46"	"-140.625"	"-375"	"16000"	"0"	"0"	"0"	"-2534"	"8811"	"-20951"	"-1.428"	"0.549"	"-15.677"
"1740471280000094"	" 10.07"	"2025/02/25 14;49;46"	"-156.25"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2536"	"8810"	"-20941"	"-1.428"	"0.544"	"-15.672"
"1740471280000095"	" 10.07"	"2025/02/25 14;49;46"	"-156.25"	"-429.688"	"16015.6"	"0"	"0"	"0"	"-2531"	"8814"	"-20978"	"-1.434"	"0.544"	"-15.661"
"1740471280000096"	" 10.07"	"2025/02/25 14;49;46"	"-164.062"	"-414.062"	"15953.1"	"0"	"0"	"0"	"-2520"	"8796"	"-21001"	"-1.434"	"0.538"	"-15.656"
"1740471280000097"	" 10.07"	"2025/02/25 14;49;46"	"-179.688"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2524"	"8806"	"-20985"	"-1.434"	"0.538"	"-15.65"
"1740471280000098"	" 10.07"	"2025/02/25 14;49;46"	"-164.062"	"-421.875"	"16000"	"0"	"0"	"0"	"-2526"	"8805"	"-20937"	"-1.439"	"0.533"	"-15.645"
"1740471280000099"	" 10.09"	"2025/02/25 14;49;46"	"-140.625"	"-414.062"	"15984.4"	"0"	"0"	"0"	"-2525"	"8805"	"-20950"	"-1.439"	"0.533"	"-15.639"
"1740471280000100"	" 10.09"	"2025/02/25 14;49;46"	"-117.188"	"-406.25"	"16023.4"	"0"	"0"	"0"	"-2527"	"8808"	"-20961"	"-1.439"	"0.533"	"-15.628"
"1740471280000101"	" 10.09"	"2025/02/25 14;49;47"	"-140.625"	"-421.875"	"16015.6"	"0"	"0"	"0"	"-2530"	"8801"	"-20989"	"-1.439"	"0.527"	"-15.623"
"1740471280000102"	" 10.09"	"2025/02/25 14;49;47"	"-140.625"	"-398.438"	"15968.8"	"0"	"0"	"0"	"-2516"	"8813"	"-21012"	"-1.445"	"0.527"	"-15.623"
"1740471280000103"	" 10.09"	"2025/02/25 14;49;47"	"-125"	"-382.812"	"16000"	"0"	"0"	"0"	"-2529"	"8818"	"-21004"	"-1.445"	"0.527"	"-15.617"
"1740471280000104"	" 10.09"	"2025/02/25 14;49;47"	"-148.438"	"-421.875"	"15890.6"	"0"	"0"	"0"	"-2532"	"8823"	"-21005"	"-1.445"	"0.522"	"-15.612"
"1740471280000105"	" 10.09"	"2025/02/25 14;49;47"	"-117.188"	"-437.5"	"16039.1"	"0"	"0"	"0"	"-2524"	"8814"	"-20982"	"-1.45"	"0.522"	"-15.606"
"1740471280000106"	" 10.09"	"2025/02/25 14;49;47"	"-132.812"	"-406.25"	"15992.2"	"0"	"0"	"0"	"-2525"	"8812"	"-20988"	"-1.45"	"0.522"	"-15.601"
"1740471280000107"	" 10.09"	"2025/02/25 14;49;47"	"-187.5"	"-382.812"	"15796.9"	"0"	"0"	"0"	"-2532"	"8821"	"-20987"	"-1.45"	"0.516"	"-15.601"
"1740471280000108"	" 10.09"	"2025/02/25 14;49;47"	"-70.3125"	"-460.938"	"15906.2"	"-0.122"	"0.183"	"0"	"-2528"	"8808"	"-21043"	"-1.45"	"0.516"	"-15.595"
"1740471280000109"	" 10.09"	"2025/02/25 14;49;47"	"-125"	"-492.188"	"15898.4"	"-0.366"	"0.244"	"0"	"-2533"	"8815"	"-20989"	"-1.45"	"0.511"	"-15.59"
"1740471280000110"	" 10.09"	"2025/02/25 14;49;47"	"-179.688"	"-398.438"	"16289.1"	"-0.183"	"-0.061"	"0"	"-2522"	"8813"	"-21012"	"-1.45"	"0.505"	"-15.59"
"1740471280000111"	" 10.09"	"2025/02/25 14;49;48"	"-148.438"	"-414.062"	"16054.7"	"-0.122"	"0.061"	"0"	"-2535"	"8815"	"-21000"	"-1.45"	"0.505"	"-15.584"
"1740471280000112"	" 10.09"	"2025/02/25 14;49;48"	"-46.875"	"-367.188"	"16468.8"	"0"	"-0.122"	"0"	"-2534"	"8818"	"-20974"	"-1.445"	"0.5"	"-15.584"
"1740471280000113"	" 10.09"	"2025/02/25 14;49;48"	"-85.9375"	"-382.812"	"16039.1"	"0.061"	"-0.122"	"0"	"-2542"	"8797"	"-20973"	"-1.439"	"0.494"	"-15.579"
"1740471280000114"	" 10.09"	"2025/02/25 14;49;48"	"-132.812"	"-390.625"	"15984.4"	"0.244"	"-0.305"	"0"	"-2530"	"8802"	"-21022"	"-1.439"	"0.489"	"-15.579"
"1740471280000115"	" 10.09"	"2025/02/25 14;49;48"	"-85.9375"	"-476.562"	"16031.2"	"0"	"0"	"0"	"-2535"	"8813"	"-21034"	"-1.434"	"0.489"	"-15.573"
"1740471280000116"	" 10.09"	"2025/02/25 14;49;48"	"-125"	"-429.688"	"16031.2"	"0"	"0"	"0"	"-2527"	"8804"	"-21013"	"-1.434"	"0.489"	"-15.573"
"1740471280000117"	" 10.09"	"2025/02/25 14;49;48"	"-140.625"	"-429.688"	"16007.8"	"-0.122"	"0"	"0"	"-2535"	"8815"	"-20979"	"-1.434"	"0.489"	"-15.568"
"1740471280000118"	" 10.09"	"2025/02/25 14;49;48"	"-132.812"	"-390.625"	"15984.4"	"-0.061"	"-0.061"	"0"	"-2542"	"8805"	"-20986"	"-1.439"	"0.489"	"-15.568"
"1740471280000119"	" 10.09"	"2025/02/25 14;49;48"	"-132.812"	"-398.438"	"15976.6"	"0"	"-0.061"	"0"	"-2535"	"8805"	"-21017"	"-1.439"	"0.489"	"-15.568"
"1740471280000120"	" 10.07"	"2025/02/25 14;49;48"	"-148.438"	"-421.875"	"15984.4"	"0"	"0"	"0"	"-2542"	"8797"	"-20988"	"-1.434"	"0.483"	"-15.562"
"1740471280000121"	" 10.07"	"2025/02/25 14;49;49"	"-164.062"	"-437.5"	"15976.6"	"0"	"0"	"0"	"-2539"	"8798"	"-20955"	"-1.439"	"0.483"	"-15.562"
"1740471280000122"	" 10.07"	"2025/02/25 14;49;49"	"-164.062"	"-390.625"	"16007.8"	"0"	"0.061"	"0"	"-2548"	"8808"	"-21015"	"-1.434"	"0.483"	"-15.562"
"1740471280000123"	" 10.07"	"2025/02/25 14;49;49"	"-109.375"	"-351.562"	"16007.8"	"0"	"0"	"0"	"-2531"	"8814"	"-20996"	"-1.439"	"0.483"	"-15.557"
"1740471280000124"	" 10.07"	"2025/02/25 14;49;49"	"-164.062"	"-390.625"	"15992.2"	"0"	"0"	"0"	"-2536"	"8800"	"-21030"	"-1.439"	"0.483"	"-15.557"
"1740471280000125"	" 10.07"	"2025/02/25 14;49;49"	"-156.25"	"-429.688"	"16031.2"	"0"	"0"	"0"	"-2536"	"8802"	"-21027"	"-1.439"	"0.483"	"-15.557"
"1740471280000126"	" 10.07"	"2025/02/25 14;49;49"	"-109.375"	"-445.312"	"15945.3"	"0"	"0"	"0"	"-2537"	"8807"	"-21072"	"-1.445"	"0.489"	"-15.557"
"1740471280000127"	" 10.07"	"2025/02/25 14;49;49"	"-156.25"	"-445.312"	"16031.2"	"0"	"0"	"0"	"-2527"	"8804"	"-21064"	"-1.445"	"0.489"	"-15.557"
