"number"	"remark"	"time"	"ax"	"ay"	"az"	"gx"	"gy"	"gz"	"mx"	"my"	"mz"	"roll"	"yaw"	"pitch"
"1740471280000128"	" 10.07"	"2025/02/25 14;49;49"	"-164.062"	"-429.688"	"16015.6"	"0"	"0"	"0"	"-2537"	"8809"	"-21066"	"-1.445"	"0.489"	"-15.551"
"1740471280000129"	" 10.07"	"2025/02/25 14;49;49"	"-156.25"	"-398.438"	"16031.2"	"0"	"0"	"0"	"-2546"	"8794"	"-20960"	"-1.45"	"0.489"	"-15.551"
"1740471280000130"	" 10.07"	"2025/02/25 14;49;49"	"-117.188"	"-406.25"	"15976.6"	"0"	"0"	"0"	"-2525"	"8802"	"-20986"	"-1.45"	"0.489"	"-15.551"
"1740471280000131"	" 10.07"	"2025/02/25 14;49;50"	"-78.125"	"-375"	"16031.2"	"0"	"0"	"0"	"-2530"	"8800"	"-20935"	"-1.45"	"0.489"	"-15.551"
"1740471280000132"	" 10.07"	"2025/02/25 14;49;50"	"-109.375"	"-421.875"	"15984.4"	"0"	"0"	"0"	"-2531"	"8806"	"-20948"	"-1.45"	"0.489"	"-15.551"
"1740471280000133"	" 10.07"	"2025/02/25 14;49;50"	"-117.188"	"-406.25"	"16007.8"	"0"	"0"	"0"	"-2528"	"8802"	"-20998"	"-1.45"	"0.489"	"-15.551"
"1740471280000134"	" 10.07"	"2025/02/25 14;49;50"	"-109.375"	"-414.062"	"16000"	"0"	"0"	"0"	"-2533"	"8814"	"-20990"	"-1.45"	"0.489"	"-15.546"
"1740471280000135"	" 10.07"	"2025/02/25 14;49;50"	"-117.188"	"-429.688"	"16054.7"	"0"	"0"	"0"	"-2533"	"8811"	"-21008"	"-1.45"	"0.494"	"-15.546"
"1740471280000136"	" 10.07"	"2025/02/25 14;49;50"	"-140.625"	"-375"	"16031.2"	"0"	"0"	"0"	"-2537"	"8794"	"-20989"	"-1.45"	"0.494"	"-15.546"
"1740471280000137"	" 10.07"	"2025/02/25 14;49;50"	"-148.438"	"-398.438"	"15960.9"	"0"	"0"	"0"	"-2528"	"8787"	"-21000"	"-1.45"	"0.494"	"-15.546"
"1740471280000138"	" 10.07"	"2025/02/25 14;49;50"	"-148.438"	"-398.438"	"16000"	"0"	"0"	"0"	"-2531"	"8794"	"-20974"	"-1.456"	"0.494"	"-15.546"
"1740471280000139"	" 10.07"	"2025/02/25 14;49;50"	"-179.688"	"-429.688"	"16007.8"	"0"	"0"	"0"	"-2525"	"8795"	"-20973"	"-1.456"	"0.494"	"-15.546"
"1740471280000140"	" 10.07"	"2025/02/25 14;49;50"	"-203.125"	"-382.812"	"16054.7"	"0"	"0"	"0"	"-2526"	"8812"	"-20937"	"-1.456"	"0.494"	"-15.546"
"1740471280000141"	" 10.08"	"2025/02/25 14;49;50"	"-109.375"	"-359.375"	"15984.4"	"0"	"0"	"0"	"-2534"	"8815"	"-20935"	"-1.456"	"0.494"	"-15.546"
"1740471280000142"	" 10.08"	"2025/02/25 14;49;51"	"-125"	"-421.875"	"16000"	"0"	"0"	"0"	"-2535"	"8802"	"-20934"	"-1.456"	"0.494"	"-15.546"
"1740471280000143"	" 10.08"	"2025/02/25 14;49;51"	"-117.188"	"-414.062"	"16023.4"	"0"	"0"	"0"	"-2523"	"8804"	"-20993"	"-1.456"	"0.489"	"-15.54"
"1740471280000144"	" 10.08"	"2025/02/25 14;49;51"	"-164.062"	"-421.875"	"15976.6"	"0"	"0"	"0"	"-2534"	"8798"	"-21022"	"-1.456"	"0.489"	"-15.54"
"1740471280000145"	" 10.08"	"2025/02/25 14;49;51"	"-156.25"	"-421.875"	"15984.4"	"0"	"0"	"0"	"-2529"	"8803"	"-20978"	"-1.461"	"0.489"	"-15.54"
"1740471280000146"	" 10.08"	"2025/02/25 14;49;51"	"-93.75"	"-414.062"	"16039.1"	"0"	"0"	"0"	"-2542"	"8805"	"-20940"	"-1.461"	"0.489"	"-15.54"
"1740471280000147"	" 10.08"	"2025/02/25 14;49;51"	"-148.438"	"-375"	"15992.2"	"0"	"0"	"0"	"-2544"	"8820"	"-20927"	"-1.461"	"0.494"	"-15.54"
"1740471280000148"	" 10.08"	"2025/02/25 14;49;51"	"-85.9375"	"-421.875"	"15984.4"	"0"	"0"	"0"	"-2535"	"8810"	"-20914"	"-1.461"	"0.494"	"-15.54"
"1740471280000149"	" 10.08"	"2025/02/25 14;49;51"	"-125"	"-398.438"	"16015.6"	"0"	"0"	"0"	"-2531"	"8802"	"-20898"	"-1.461"	"0.489"	"-15.54"
"1740471280000150"	" 10.08"	"2025/02/25 14;49;51"	"-171.875"	"-453.125"	"15992.2"	"0"	"0"	"0"	"-2519"	"8806"	"-20896"	"-1.461"	"0.489"	"-15.54"
"1740471280000151"	" 10.08"	"2025/02/25 14;49;51"	"-164.062"	"-414.062"	"15984.4"	"0"	"0"	"0"	"-2527"	"8799"	"-20889"	"-1.461"	"0.494"	"-15.54"
"1740471280000152"	" 10.08"	"2025/02/25 14;49;52"	"-132.812"	"-382.812"	"16007.8"	"0"	"0"	"0"	"-2520"	"8803"	"-20926"	"-1.461"	"0.494"	"-15.54"
"1740471280000153"	" 10.08"	"2025/02/25 14;49;52"	"-132.812"	"-421.875"	"16015.6"	"0"	"0"	"0"	"-2523"	"8791"	"-20921"	"-1.461"	"0.489"	"-15.54"
"1740471280000154"	" 10.08"	"2025/02/25 14;49;52"	"-148.438"	"-414.062"	"16000"	"0"	"0"	"0"	"-2537"	"8804"	"-20883"	"-1.461"	"0.489"	"-15.54"
"1740471280000155"	" 10.08"	"2025/02/25 14;49;52"	"-164.062"	"-429.688"	"15976.6"	"0"	"0"	"0"	"-2532"	"8797"	"-20885"	"-1.461"	"0.489"	"-15.54"
"1740471280000156"	" 10.08"	"2025/02/25 14;49;52"	"-117.188"	"-375"	"16054.7"	"0"	"0"	"0"	"-2544"	"8805"	"-20836"	"-1.461"	"0.489"	"-15.54"
"1740471280000157"	" 10.08"	"2025/02/25 14;49;52"	"-156.25"	"-398.438"	"15976.6"	"0"	"0"	"0"	"-2542"	"8814"	"-20832"	"-1.461"	"0.489"	"-15.54"
"1740471280000158"	" 10.08"	"2025/02/25 14;49;52"	"-117.188"	"-375"	"16062.5"	"0"	"0"	"0"	"-2534"	"8808"	"-20871"	"-1.461"	"0.489"	"-15.54"
"1740471280000159"	" 10.08"	"2025/02/25 14;49;52"	"-140.625"	"-437.5"	"16000"	"0"	"0"	"0"	"-2535"	"8813"	"-20874"	"-1.461"	"0.489"	"-15.54"
"1740471280000160"	" 10.08"	"2025/02/25 14;49;52"	"-140.625"	"-421.875"	"16000"	"0"	"0"	"0"	"-2531"	"8811"	"-20911"	"-1.461"	"0.489"	"-15.54"
"1740471280000161"	" 10.08"	"2025/02/25 14;49;52"	"-117.188"	"-421.875"	"16023.4"	"0"	"0"	"0"	"-2536"	"8804"	"-20852"	"-1.461"	"0.489"	"-15.54"
"1740471280000162"	" 10.08"	"2025/02/25 14;49;53"	"-132.812"	"-437.5"	"15968.8"	"0"	"0"	"0"	"-2528"	"8803"	"-20848"	"-1.461"	"0.483"	"-15.54"
"1740471280000163"	" 10.08"	"2025/02/25 14;49;53"	"-125"	"-429.688"	"15976.6"	"0"	"0"	"0"	"-2535"	"8798"	"-20884"	"-1.461"	"0.483"	"-15.54"
"1740471280000164"	" 10.08"	"2025/02/25 14;49;53"	"-117.188"	"-421.875"	"15968.8"	"0"	"0"	"0"	"-2532"	"8796"	"-20924"	"-1.461"	"0.483"	"-15.54"
"1740471280000165"	" 10.08"	"2025/02/25 14;49;53"	"-148.438"	"-382.812"	"15984.4"	"0"	"0"	"0"	"-2531"	"8817"	"-20923"	"-1.461"	"0.483"	"-15.54"
"1740471280000166"	" 10.08"	"2025/02/25 14;49;53"	"-85.9375"	"-398.438"	"15960.9"	"0"	"0"	"0"	"-2528"	"8806"	"-20874"	"-1.461"	"0.483"	"-15.535"
"1740471285000001"	"      "	"2025/02/25 14;52;21"	"-179.688"	"-406.25"	"16007.8"	"0"	"0"	"0"	"-2530"	"8791"	"-20933"	"-1.472"	"0.483"	"-15.54"
"1740471285000002"	"      "	"2025/02/25 14;52;21"	"-85.9375"	"-398.438"	"16039.1"	"0"	"0"	"0"	"-2534"	"8792"	"-20929"	"-1.467"	"0.483"	"-15.54"
"1740471285000003"	"      "	"2025/02/25 14;52;21"	"-109.375"	"-367.188"	"16007.8"	"0"	"0"	"0"	"-2538"	"8808"	"-20987"	"-1.472"	"0.483"	"-15.54"
"1740471285000004"	"      "	"2025/02/25 14;52;21"	"-125"	"-421.875"	"16000"	"0"	"0"	"0"	"-2531"	"8792"	"-20993"	"-1.472"	"0.483"	"-15.54"
"1740471285000005"	"      "	"2025/02/25 14;52;21"	"-117.188"	"-429.688"	"16015.6"	"0"	"0"	"0"	"-2530"	"8812"	"-20945"	"-1.472"	"0.483"	"-15.54"
"1740471285000006"	"      "	"2025/02/25 14;52;22"	"-164.062"	"-406.25"	"15992.2"	"0"	"0"	"0"	"-2516"	"8788"	"-20901"	"-1.472"	"0.483"	"-15.54"
"1740471285000007"	"      "	"2025/02/25 14;52;22"	"-101.562"	"-359.375"	"15976.6"	"0"	"0"	"0"	"-2524"	"8793"	"-20954"	"-1.472"	"0.483"	"-15.54"
"1740471285000008"	"      "	"2025/02/25 14;52;22"	"-93.75"	"-390.625"	"15984.4"	"0"	"0"	"0"	"-2522"	"8785"	"-20951"	"-1.467"	"0.483"	"-15.54"
"1740471285000009"	"      "	"2025/02/25 14;52;22"	"-148.438"	"-406.25"	"15960.9"	"0"	"0"	"0"	"-2518"	"8810"	"-20986"	"-1.467"	"0.483"	"-15.54"
"1740471285000010"	"      "	"2025/02/25 14;52;22"	"-156.25"	"-406.25"	"15984.4"	"0"	"0"	"0"	"-2525"	"8809"	"-20926"	"-1.467"	"0.483"	"-15.54"
"1740471285000011"	"  9.79"	"2025/02/25 14;52;22"	"-85.9375"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2528"	"8807"	"-20949"	"-1.467"	"0.483"	"-15.54"
"1740471285000012"	"  9.79"	"2025/02/25 14;52;22"	"-156.25"	"-429.688"	"15984.4"	"0"	"0"	"0"	"-2543"	"8802"	"-20907"	"-1.467"	"0.483"	"-15.54"
"1740471285000013"	"  9.79"	"2025/02/25 14;52;22"	"-171.875"	"-492.188"	"16000"	"0"	"0"	"0"	"-2545"	"8807"	"-20931"	"-1.467"	"0.483"	"-15.54"
"1740471285000014"	"  9.79"	"2025/02/25 14;52;22"	"-117.188"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2535"	"8809"	"-20837"	"-1.467"	"0.483"	"-15.54"
"1740471285000015"	"  9.79"	"2025/02/25 14;52;22"	"-117.188"	"-359.375"	"16039.1"	"0"	"0"	"0"	"-2523"	"8805"	"-20935"	"-1.467"	"0.483"	"-15.54"
"1740471285000016"	"  9.79"	"2025/02/25 14;52;23"	"-156.25"	"-398.438"	"16039.1"	"0"	"0"	"0"	"-2521"	"8804"	"-20937"	"-1.467"	"0.483"	"-15.54"
"1740471285000017"	"  9.79"	"2025/02/25 14;52;23"	"-109.375"	"-382.812"	"16046.9"	"0"	"0"	"0"	"-2537"	"8795"	"-20981"	"-1.467"	"0.478"	"-15.54"
"1740471285000018"	"  9.79"	"2025/02/25 14;52;23"	"-101.562"	"-398.438"	"16007.8"	"0"	"0"	"0"	"-2537"	"8791"	"-21014"	"-1.467"	"0.478"	"-15.54"
"1740471285000019"	"  9.79"	"2025/02/25 14;52;23"	"-140.625"	"-421.875"	"15953.1"	"0"	"0"	"0"	"-2527"	"8814"	"-20916"	"-1.467"	"0.478"	"-15.54"
"1740471285000020"	"  9.79"	"2025/02/25 14;52;23"	"-125"	"-414.062"	"15976.6"	"0"	"0"	"0"	"-2529"	"8791"	"-20916"	"-1.467"	"0.478"	"-15.54"
"1740471285000021"	"  9.79"	"2025/02/25 14;52;23"	"-164.062"	"-421.875"	"15992.2"	"0"	"0"	"0"	"-2531"	"8786"	"-20904"	"-1.467"	"0.478"	"-15.54"
"1740471285000022"	" 10.08"	"2025/02/25 14;52;23"	"-164.062"	"-375"	"15968.8"	"0"	"0"	"0"	"-2529"	"8788"	"-20903"	"-1.467"	"0.478"	"-15.54"
"1740471285000023"	" 10.08"	"2025/02/25 14;52;23"	"-171.875"	"-414.062"	"15968.8"	"0"	"0"	"0"	"-2529"	"8805"	"-20945"	"-1.461"	"0.478"	"-15.54"
"1740471285000024"	" 10.08"	"2025/02/25 14;52;23"	"-148.438"	"-437.5"	"16031.2"	"0"	"0"	"0"	"-2530"	"8808"	"-20986"	"-1.461"	"0.478"	"-15.54"
"1740471285000025"	" 10.08"	"2025/02/25 14;52;23"	"-109.375"	"-421.875"	"16046.9"	"0"	"0"	"0"	"-2529"	"8799"	"-20906"	"-1.461"	"0.478"	"-15.54"
"1740471285000026"	" 10.08"	"2025/02/25 14;52;24"	"-93.75"	"-390.625"	"15976.6"	"0"	"0"	"0"	"-2531"	"8801"	"-20917"	"-1.461"	"0.478"	"-15.54"
"1740471285000027"	" 10.08"	"2025/02/25 14;52;24"	"-93.75"	"-421.875"	"15929.7"	"0"	"0"	"0"	"-2533"	"8800"	"-20931"	"-1.461"	"0.478"	"-15.54"
"1740471285000028"	" 10.08"	"2025/02/25 14;52;24"	"-171.875"	"-414.062"	"16023.4"	"-0.183"	"1.282"	"0"	"-2522"	"8798"	"-20956"	"-1.478"	"0.571"	"-15.546"
"1740471285000029"	" 10.08"	"2025/02/25 14;52;24"	"414.062"	"117.188"	"18343.8"	"4.578"	"-6.287"	"0"	"-2528"	"8809"	"-20980"	"-1.428"	"0.566"	"-15.546"
"1740471285000030"	" 10.08"	"2025/02/25 14;52;24"	"-562.5"	"-257.812"	"16375"	"1.831"	"38.208"	"0.854"	"-2445"	"8810"	"-21101"	"-1.28"	"2.269"	"-15.381"
"1740471285000031"	" 10.08"	"2025/02/25 14;52;24"	"-1156.25"	"-414.062"	"16500"	"-0.977"	"23.804"	"13.489"	"-2132"	"8795"	"-21386"	"-0.846"	"5.729"	"-15.958"
"1740471285000032"	" 10.08"	"2025/02/25 14;52;24"	"-3226.56"	"-195.312"	"15476.6"	"-0.122"	"82.458"	"1.648"	"-1588"	"8829"	"-21664"	"-0.906"	"11.695"	"-15.007"
"1740471285000033"	" 10.07"	"2025/02/25 14;52;24"	"-5289.06"	"-257.812"	"14929.7"	"-0.488"	"81.848"	"1.587"	"-692"	"8879"	"-21969"	"-0.923"	"19.325"	"-14.974"
"1740471285000034"	" 10.07"	"2025/02/25 14;52;24"	"-7203.12"	"-468.75"	"14093.8"	"-6.409"	"63.232"	"1.526"	"250"	"8953"	"-22090"	"-1.412"	"26.466"	"-15.057"
"1740471285000035"	" 10.07"	"2025/02/25 14;52;24"	"-8726.56"	"-39.0625"	"13617.2"	"-3.296"	"48.828"	"6.836"	"966"	"9015"	"-22050"	"-1.412"	"30.679"	"-14.513"
"1740471285000036"	" 10.07"	"2025/02/25 14;52;25"	"-9398.44"	"-226.562"	"13234.4"	"2.197"	"40.894"	"-1.831"	"1509"	"9040"	"-21983"	"-1.384"	"35.013"	"-14.793"
"1740471285000037"	" 10.07"	"2025/02/25 14;52;25"	"-10437.5"	"-429.688"	"12195.3"	"0.183"	"44.495"	"1.099"	"1983"	"9025"	"-21857"	"-1.324"	"39.512"	"-15.606"
"1740471285000038"	" 10.07"	"2025/02/25 14;52;25"	"-11445.3"	"-273.438"	"11203.1"	"-0.183"	"36.804"	"1.465"	"2452"	"9029"	"-21656"	"-1.302"	"43.923"	"-15.661"
"1740471285000039"	" 10.07"	"2025/02/25 14;52;25"	"-12671.9"	"171.875"	"9921.88"	"-4.456"	"18.738"	"4.395"	"2838"	"9021"	"-21311"	"-1.302"	"46.807"	"-15.375"
"1740471285000040"	" 10.07"	"2025/02/25 14;52;25"	"-12125"	"-492.188"	"10093.8"	"-3.479"	"3.235"	"3.052"	"3044"	"9022"	"-21172"	"-1.291"	"47.867"	"-15.276"
"1740471285000041"	" 10.07"	"2025/02/25 14;52;25"	"-12367.2"	"-289.062"	"9109.38"	"6.531"	"-32.532"	"-6.714"	"3041"	"9025"	"-21125"	"-1.291"	"47"	"-15.826"
"1740471285000042"	" 10.07"	"2025/02/25 14;52;25"	"-10671.9"	"-421.875"	"10218.8"	"8.179"	"-121.582"	"-11.902"	"2626"	"9004"	"-21494"	"-1.285"	"39.853"	"-16.403"
"1740471285000043"	"  9.97"	"2025/02/25 14;52;25"	"-8210.94"	"-1968.75"	"12046.9"	"8.728"	"-137.695"	"-5.493"	"1406"	"8966"	"-21981"	"-1.291"	"26.949"	"-16.88"
"1740471285000044"	"  9.97"	"2025/02/25 14;52;25"	"-4093.75"	"-601.562"	"15382.8"	"-0.916"	"-105.469"	"2.991"	"-36"	"8881"	"-22051"	"-0.791"	"16.095"	"-16.639"
"1740471285000045"	"  9.97"	"2025/02/25 14;52;25"	"-1539.06"	"-726.562"	"15789.1"	"-0.549"	"-120.361"	"18.005"	"-1269"	"8810"	"-21700"	"-0.758"	"5.96"	"-15.831"
"1740471285000046"	"  9.97"	"2025/02/25 14;52;26"	"-234.375"	"-359.375"	"16015.6"	"-2.258"	"-14.587"	"3.784"	"-2110"	"8836"	"-21161"	"-1.258"	"1.675"	"-15.189"
"1740471285000047"	"  9.97"	"2025/02/25 14;52;26"	"54.6875"	"-367.188"	"16187.5"	"0.977"	"-5.676"	"-0.061"	"-2351"	"8842"	"-20937"	"-1.203"	"1.154"	"-15.013"
"1740471285000048"	"  9.97"	"2025/02/25 14;52;26"	"0"	"-390.625"	"16046.9"	"1.404"	"-4.578"	"0"	"-2378"	"8855"	"-20918"	"-1.346"	"1.357"	"-15.013"
"1740471285000049"	"  9.97"	"2025/02/25 14;52;26"	"-101.562"	"-429.688"	"16031.2"	"-0.244"	"0.671"	"0"	"-2391"	"8849"	"-20963"	"-1.346"	"1.324"	"-15.002"
"1740471285000050"	"  9.97"	"2025/02/25 14;52;26"	"-179.688"	"-367.188"	"16039.1"	"0"	"0.061"	"0"	"-2393"	"8854"	"-20907"	"-1.357"	"1.296"	"-14.996"
"1740471285000051"	"  9.97"	"2025/02/25 14;52;26"	"-179.688"	"-414.062"	"15960.9"	"0"	"0.183"	"0"	"-2390"	"8859"	"-20941"	"-1.357"	"1.252"	"-14.991"
"1740471285000052"	"  9.97"	"2025/02/25 14;52;26"	"-148.438"	"-398.438"	"15992.2"	"-0.183"	"0.305"	"0"	"-2391"	"8859"	"-20928"	"-1.362"	"1.203"	"-14.98"
"1740471285000053"	"  9.97"	"2025/02/25 14;52;26"	"-148.438"	"-445.312"	"16007.8"	"0"	"0.122"	"0"	"-2393"	"8859"	"-20933"	"-1.368"	"1.165"	"-14.974"
"1740471285000054"	" 10.12"	"2025/02/25 14;52;26"	"-132.812"	"-382.812"	"15984.4"	"0"	"0.061"	"0"	"-2373"	"8839"	"-20857"	"-1.373"	"1.126"	"-14.969"
"1740471285000055"	" 10.12"	"2025/02/25 14;52;26"	"-117.188"	"-437.5"	"16015.6"	"-0.061"	"-0.061"	"0"	"-2377"	"8851"	"-20919"	"-1.373"	"1.088"	"-14.958"
"1740471285000056"	" 10.12"	"2025/02/25 14;52;27"	"-156.25"	"-351.562"	"16062.5"	"0.061"	"-0.183"	"0"	"-2396"	"8854"	"-20921"	"-1.373"	"1.049"	"-14.952"
"1740471285000057"	" 10.12"	"2025/02/25 14;52;27"	"-140.625"	"-382.812"	"15968.8"	"0"	"0"	"0"	"-2386"	"8870"	"-20909"	"-1.379"	"1.016"	"-14.947"
"1740471285000058"	" 10.12"	"2025/02/25 14;52;27"	"-132.812"	"-398.438"	"16031.2"	"0.122"	"-0.305"	"0"	"-2392"	"8854"	"-20866"	"-1.379"	"0.983"	"-14.941"
"1740471285000059"	" 10.12"	"2025/02/25 14;52;27"	"-117.188"	"-437.5"	"15960.9"	"0"	"0"	"0"	"-2385"	"8859"	"-20872"	"-1.384"	"0.956"	"-14.936"
"1740471285000060"	" 10.12"	"2025/02/25 14;52;27"	"-156.25"	"-382.812"	"16023.4"	"-0.061"	"0"	"0"	"-2384"	"8857"	"-20922"	"-1.384"	"0.928"	"-14.93"
"1740471285000061"	" 10.12"	"2025/02/25 14;52;27"	"-101.562"	"-390.625"	"15992.2"	"-0.122"	"0"	"0"	"-2386"	"8855"	"-20906"	"-1.384"	"0.901"	"-14.925"
"1740471285000062"	" 10.12"	"2025/02/25 14;52;27"	"-109.375"	"-414.062"	"15984.4"	"0.061"	"0.061"	"0"	"-2389"	"8859"	"-20913"	"-1.384"	"0.879"	"-14.925"
"1740471285000063"	" 10.12"	"2025/02/25 14;52;27"	"-140.625"	"-414.062"	"16132.8"	"0.122"	"0"	"0"	"-2389"	"8849"	"-20930"	"-1.39"	"0.857"	"-14.919"
"1740471285000064"	" 10.12"	"2025/02/25 14;52;27"	"-125"	"-437.5"	"16000"	"0"	"0"	"0"	"-2387"	"8844"	"-20867"	"-1.39"	"0.835"	"-14.914"
"1740471285000065"	" 10.07"	"2025/02/25 14;52;27"	"-109.375"	"-421.875"	"16007.8"	"-0.061"	"0.061"	"0"	"-2392"	"8856"	"-20909"	"-1.39"	"0.813"	"-14.908"
"1740471285000066"	" 10.07"	"2025/02/25 14;52;28"	"-125"	"-414.062"	"15960.9"	"-0.122"	"0.061"	"0"	"-2398"	"8871"	"-20890"	"-1.39"	"0.791"	"-14.908"
"1740471285000067"	" 10.07"	"2025/02/25 14;52;28"	"-164.062"	"-343.75"	"16093.8"	"0"	"0"	"0"	"-2385"	"8850"	"-20878"	"-1.395"	"0.775"	"-14.903"
"1740471285000068"	" 10.07"	"2025/02/25 14;52;28"	"-125"	"-390.625"	"16085.9"	"0"	"0"	"0"	"-2389"	"8842"	"-20823"	"-1.39"	"0.764"	"-14.897"
"1740471285000069"	" 10.07"	"2025/02/25 14;52;28"	"-117.188"	"-398.438"	"15984.4"	"0"	"-0.061"	"0"	"-2389"	"8850"	"-20848"	"-1.39"	"0.747"	"-14.897"
"1740471285000070"	" 10.07"	"2025/02/25 14;52;28"	"-101.562"	"-390.625"	"16109.4"	"0"	"-0.061"	"0"	"-2394"	"8851"	"-20886"	"-1.39"	"0.731"	"-14.892"
"1740471285000071"	" 10.07"	"2025/02/25 14;52;28"	"-140.625"	"-429.688"	"15976.6"	"0"	"-0.122"	"0"	"-2380"	"8846"	"-20843"	"-1.395"	"0.714"	"-14.892"
"1740471285000072"	" 10.07"	"2025/02/25 14;52;28"	"-171.875"	"-429.688"	"16023.4"	"0"	"0"	"0"	"-2376"	"8838"	"-20778"	"-1.395"	"0.703"	"-14.892"
"1740471285000073"	" 10.07"	"2025/02/25 14;52;28"	"-148.438"	"-414.062"	"16039.1"	"-0.061"	"0"	"0"	"-2392"	"8836"	"-20794"	"-1.401"	"0.692"	"-14.886"
"1740471285000074"	" 10.07"	"2025/02/25 14;52;28"	"-109.375"	"-445.312"	"16054.7"	"0.061"	"0"	"0"	"-2395"	"8849"	"-20797"	"-1.401"	"0.676"	"-14.886"
"1740471285000075"	" 10.07"	"2025/02/25 14;52;28"	"-171.875"	"-414.062"	"15960.9"	"-0.122"	"0.122"	"0"	"-2391"	"8841"	"-20783"	"-1.406"	"0.659"	"-14.881"
"1740471285000076"	" 10.06"	"2025/02/25 14;52;29"	"-125"	"-421.875"	"16007.8"	"0"	"-0.061"	"0"	"-2375"	"8843"	"-20798"	"-1.406"	"0.648"	"-14.881"
"1740471285000077"	" 10.06"	"2025/02/25 14;52;29"	"-187.5"	"-406.25"	"15898.4"	"0.122"	"-0.122"	"0"	"-2389"	"8843"	"-20855"	"-1.406"	"0.637"	"-14.881"
"1740471285000078"	" 10.06"	"2025/02/25 14;52;29"	"-179.688"	"-429.688"	"15929.7"	"0.122"	"0"	"0"	"-2393"	"8858"	"-20779"	"-1.406"	"0.626"	"-14.875"
"1740471285000079"	" 10.06"	"2025/02/25 14;52;29"	"-101.562"	"-406.25"	"15984.4"	"-0.061"	"0.061"	"0"	"-2384"	"8847"	"-20758"	"-1.406"	"0.621"	"-14.875"
"1740471285000080"	" 10.06"	"2025/02/25 14;52;29"	"-85.9375"	"-437.5"	"16000"	"0"	"-0.061"	"0"	"-2391"	"8848"	"-20792"	"-1.412"	"0.61"	"-14.875"
"1740471285000081"	" 10.06"	"2025/02/25 14;52;29"	"-117.188"	"-398.438"	"16000"	"0"	"0"	"0"	"-2400"	"8847"	"-20855"	"-1.412"	"0.604"	"-14.87"
"1740471285000082"	" 10.06"	"2025/02/25 14;52;29"	"-140.625"	"-390.625"	"15960.9"	"0"	"0"	"0"	"-2387"	"8856"	"-20890"	"-1.412"	"0.599"	"-14.87"
"1740471285000083"	" 10.06"	"2025/02/25 14;52;29"	"-132.812"	"-382.812"	"16171.9"	"0"	"0"	"0"	"-2373"	"8843"	"-20888"	"-1.417"	"0.593"	"-14.87"
"1740471285000084"	" 10.06"	"2025/02/25 14;52;29"	"-156.25"	"-414.062"	"16039.1"	"0"	"0"	"0"	"-2377"	"8852"	"-20971"	"-1.417"	"0.588"	"-14.87"
"1740471285000085"	" 10.06"	"2025/02/25 14;52;29"	"-101.562"	"-390.625"	"16000"	"0"	"0"	"0"	"-2391"	"8862"	"-20994"	"-1.423"	"0.582"	"-14.865"
"1740471285000086"	" 10.06"	"2025/02/25 14;52;30"	"-164.062"	"-421.875"	"16023.4"	"0"	"0"	"0"	"-2389"	"8851"	"-20989"	"-1.423"	"0.571"	"-14.865"
"1740471285000087"	" 10.09"	"2025/02/25 14;52;30"	"-85.9375"	"-445.312"	"16070.3"	"0"	"0"	"0"	"-2384"	"8855"	"-21049"	"-1.423"	"0.566"	"-14.865"
"1740471285000088"	" 10.09"	"2025/02/25 14;52;30"	"-101.562"	"-398.438"	"15992.2"	"0"	"0"	"0"	"-2380"	"8861"	"-20989"	"-1.428"	"0.56"	"-14.865"
"1740471285000089"	" 10.09"	"2025/02/25 14;52;30"	"-156.25"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2390"	"8853"	"-20977"	"-1.428"	"0.555"	"-14.865"
